config,seed,performer,metric,precision,recall,f1
feature_all,2,B,iou01,0.8916272065057976,0.5745731280364303,0.6988199647961076
feature_all,2,C,iou01,0.7485842618955787,0.9032091756617346,0.81865947487952
feature_all,2,D,iou01,0.6998152293733398,0.8886751440176173,0.78301815379779
feature_all,2,E,iou01,0.823916692762577,0.7880839663712849,0.8056020715782142
feature_all,2,F,iou01,0.4100256136487856,0.7660853616690007,0.5341581315331401
feature_all,2,G,iou01,0.7698750962818811,0.34907393585197277,0.4803495463256889
feature_all,2,H,iou01,0.745261184016223,0.500265368332994,0.5986678646440072
feature_all,2,I,iou01,0.6687013228118107,0.8194715643690459,0.736449002425145
feature_all,2,J,iou01,0.5302778191378582,0.6773692963614458,0.5948656832206876
feature_all,2,K,iou01,0.9573347914714438,0.7127969573228609,0.81716346868178
feature_all,2,L,iou01,0.43783469524797036,0.3625608601388985,0.39665818391764873
feature_all,2,A,point100,0.524248626884588,0.7724405731483306,0.624592091632561
feature_all,2,B,point100,0.8914092392414842,0.5744326678396662,0.6986491312068419
feature_all,2,C,point100,0.7484280512362614,0.903020698681903,0.8184886412902546
feature_all,2,D,point100,0.699662548433726,0.8884812589029398,0.7828473202085244
feature_all,2,E,point100,0.8237419754289874,0.7879168476195245,0.8054312379889489
feature_all,2,F,point100,0.40598587401101605,0.7585375761199248,0.5288953876826066
feature_all,2,G,point100,0.7696012945743744,0.3489497896883367,0.4801787127364233
feature_all,2,H,point100,0.745048519113821,0.5001226145065323,0.5984970310547417
feature_all,2,I,point100,0.6685462046070928,0.8192814720908554,0.7362781688358797
feature_all,2,J,point100,0.5254470319108386,0.6711985179001514,0.5894465058751843
feature_all,2,K,point100,0.9571346541123673,0.7126479422636911,0.8169926350925145
feature_all,2,L,point100,0.4219648323169879,0.3494193909565973,0.3822808148385255
feature_all,3,A,iou01,0.5297853848565116,0.780598565905759,0.6311886091343768
feature_all,3,B,iou01,0.9831834863965537,0.7885224629976234,0.8751590686220777
feature_all,3,C,iou01,0.8275168692763823,0.931392333293832,0.8763873275426441
feature_all,3,D,iou01,0.8013185671563169,0.8117255601642125,0.8064884918869846
feature_all,3,E,iou01,0.7499886570954966,0.8694047293604138,0.8052937487567576
feature_all,3,F,iou01,0.4139542808391212,0.7734256212166967,0.5392761764941135
feature_all,3,G,iou01,0.7801737924265784,0.35374353279663967,0.4867752302382391
feature_all,3,H,iou01,0.7532602985229433,0.5056348683832678,0.6050935485565575
feature_all,3,I,iou01,0.6890994161165896,0.25703390049588265,0.37441216294559443
feature_all,3,J,iou01,0.5348043581838675,0.683151432550987,0.5999435549419814
feature_all,3,K,iou01,0.9648626986824772,0.7184019655214932,0.8235891525943302
feature_all,3,L,iou01,0.41208489679903865,0.2857235177782041,0.33746324600577376
feature_all,3,A,point100,0.5296788196059873,0.780441550094994,0.6310616468319366
feature_all,3,B,point100,0.9830408526244434,0.7884080693622062,0.8750321063196373
feature_all,3,C,point100,0.8273969868411514,0.9312574024117964,0.8762603652402039
feature_all,3,D,point100,0.8011924187347366,0.8115977734107687,0.8063615295845443
feature_all,3,E,point100,0.7498704141725187,0.8692676593454505,0.8051667864543176
feature_all,3,F,point100,0.41095197521599985,0.767816160947466,0.5353649428819821
feature_all,3,G,point100,0.7799703049546677,0.3536512682552102,0.48664826793579896
feature_all,3,H,point100,0.7531022474875864,0.505528774759832,0.6049665862541173
feature_all,3,I,point100,0.6888657440911083,0.2569467408919975,0.3742852006431543
feature_all,3,J,point100,0.5312141516467473,0.6785653541066816,0.5959160610745597
feature_all,3,K,point100,0.964713958027774,0.7182912185946635,0.82346219029189
feature_all,3,L,point100,0.39747420718465115,0.27559303819446895,0.32549830678583785
feature_boundary_only,1,A,iou01,0.526597581531553,0.7752401118447814,0.6271742938168235
feature_boundary_only,1,B,iou01,0.9841076549470249,0.8023459010403663,0.8839801521655294
feature_boundary_only,1,C,iou01,0.6752292930334152,0.8804994831105393,0.7643222297020791
feature_boundary_only,1,D,iou01,0.7835710245898537,0.7259332399925552,0.7536517332094557
feature_boundary_only,1,E,iou01,0.7345113218495799,0.8566391287226951,0.7908883016811847
feature_boundary_only,1,F,iou01,0.4119877363280952,0.7697513606026805,0.5367142737577488
feature_boundary_only,1,G,iou01,0.7728927187869445,0.35044217515448467,0.48223233693456813
feature_boundary_only,1,H,iou01,0.7476050057599579,0.5018386863496624,0.6005506552528864
feature_boundary_only,1,I,iou01,0.6436388915163797,0.754246181712825,0.6945666501848476
feature_boundary_only,1,J,iou01,0.5325748674520087,0.6803035130005541,0.5974425121308797
feature_boundary_only,1,K,iou01,0.9595405446946556,0.7144392816174724,0.8190462592906592
feature_boundary_only,1,L,iou01,0.5301520933194697,0.32184356131061637,0.4005326478438383
feature_boundary_only,1,A,point100,0.5264351754925036,0.7750010228700261,0.6269808692808503
feature_boundary_only,1,B,point100,0.9838923214171493,0.8021703389723509,0.8837867276295562
feature_boundary_only,1,C,point100,0.6750584149565975,0.8802766579756329,0.7641288051661057
feature_boundary_only,1,D,point100,0.7833699212749473,0.7257469294011961,0.7534583086734825
feature_boundary_only,1,E,point100,0.7343316852165763,0.856429623757686,0.7906948771452115
feature_boundary_only,1,F,point100,0.4074137835811688,0.7612054597424784,0.5307555873447779
feature_boundary_only,1,G,point100,0.7725827096812948,0.3503016119654924,0.4820389123985948
feature_boundary_only,1,H,point100,0.7473642181593358,0.5016770548300037,0.6003572307169133
feature_boundary_only,1,I,point100,0.63037628775993,0.7387044418106492,0.6802546463807521
feature_boundary_only,1,J,point100,0.5271052593861177,0.6733167139430544,0.5913067055373556
feature_boundary_only,1,K,point100,0.9593139412732984,0.7142705608828858,0.8188528347546858
feature_boundary_only,1,L,point100,0.517062983701507,0.31389745356735865,0.3906437578455456
feature_boundary_only,2,A,iou01,0.5138122155058997,0.7570633128684664,0.6121581057757172
feature_boundary_only,2,B,iou01,0.959694923761044,0.7654004359287666,0.8516061548474713
feature_boundary_only,2,C,iou01,0.7864469459783787,0.9044852536322904,0.841346170550629
feature_boundary_only,2,D,iou01,0.8146015426105244,0.6047631883123521,0.6941711533060061
feature_boundary_only,2,E,iou01,0.7210564337328752,0.8409470851959437,0.7764006916261962
feature_boundary_only,2,F,iou01,0.4018805866430204,0.7508673222299811,0.5235472519640085
feature_boundary_only,2,G,iou01,0.7496728567691793,0.3399139106819405,0.4677447268795796
feature_boundary_only,2,H,iou01,0.7295698746617378,0.4897323916770172,0.5860630451978979
feature_boundary_only,2,I,iou01,0.6572560504173056,0.8054457579980984,0.7238441829790357
feature_boundary_only,2,J,iou01,0.5208736282307189,0.6653565174977658,0.5843160614050732
feature_boundary_only,2,K,iou01,0.9425678168593232,0.7018020006304324,0.8045586492356707
feature_boundary_only,2,L,iou01,0.4921103889005433,0.362464550665529,0.4174533156360668
feature_boundary_only,2,A,point100,0.5136126776468602,0.7567693089735641,0.6119203755035789
feature_boundary_only,2,B,point100,0.9594270199488221,0.7651867704298828,0.8513684245753331
feature_boundary_only,2,C,point100,0.7862247279983916,0.9042296828184954,0.8411084402784907
feature_boundary_only,2,D,point100,0.8143225689806252,0.6045560772610616,0.6939334230338678
feature_boundary_only,2,E,point100,0.720835649614485,0.8406895911190148,0.7761629613540579
feature_boundary_only,2,F,point100,0.3962589263619064,0.7403639012087607,0.5162236715536246
feature_boundary_only,2,G,point100,0.7492918371189028,0.33974115015286077,0.4675069966074414
feature_boundary_only,2,H,point100,0.7292739323629216,0.4895337369150386,0.5858253149257597
feature_boundary_only,2,I,point100,0.6570401895132543,0.805181227531813,0.7236064527068976
feature_boundary_only,2,J,point100,0.514151154230973,0.6567693254284852,0.5767747897462023
feature_boundary_only,2,K,point100,0.9422893077614178,0.7015946328011816,0.8043209189635324
feature_boundary_only,2,L,point100,0.4666395097688425,0.34370394132307147,0.3958465721380284
feature_boundary_only,3,A,iou01,0.5261812151587181,0.7752880953306966,0.6268945856983571
feature_boundary_only,3,B,iou01,0.824997142196535,0.446159866301283,0.579126909108299
feature_boundary_only,3,C,iou01,0.6754491534774284,0.8807861812874511,0.7645710995697304
feature_boundary_only,3,D,iou01,0.7827736556625821,0.7438365764243232,0.7628085596508186
feature_boundary_only,3,E,iou01,0.8030311531312836,0.705136137522027,0.7509064665943858
feature_boundary_only,3,F,iou01,0.41261594580459915,0.7709250972376401,0.5375326694603846
feature_boundary_only,3,G,iou01,0.773291592304751,0.35062303091854335,0.4824812068022193
feature_boundary_only,3,H,iou01,0.7479148153608823,0.5020466497018987,0.6007995251205376
feature_boundary_only,3,I,iou01,0.670636886816579,0.8218435346475768,0.7385806629016756
feature_boundary_only,3,J,iou01,0.5333200026097568,0.681255337986028,0.5982784047869711
feature_boundary_only,3,K,iou01,0.9598321042075102,0.7146563663150022,0.8192951291583105
feature_boundary_only,3,L,iou01,0.5381943247337987,0.5037694701822067,0.5204132257744565
feature_boundary_only,3,A,point100,0.52600282725143,0.7750252542848989,0.62668205357062
feature_boundary_only,3,B,point100,0.8246943788552875,0.4459961313682234,0.5789143769805621
feature_boundary_only,3,C,point100,0.6752613950781802,0.8805413441999707,0.7643585674419934
feature_boundary_only,3,D,point100,0.7825555609014921,0.7436293302309291,0.7625960275230816
feature_boundary_only,3,E,point100,0.8028038679403753,0.7049365599576846,0.7506939344666486
feature_boundary_only,3,F,point100,0.40759015161266116,0.7615349829788204,0.5309853496206656
feature_boundary_only,3,G,point100,0.7729509587108275,0.3504685820866633,0.48226867467448237
feature_boundary_only,3,H,point100,0.7476502413716758,0.5018690512880802,0.6005869929928007
feature_boundary_only,3,I,point100,0.670443906020231,0.8216070430037267,0.7383681307739387
feature_boundary_only,3,J,point100,0.5273100750983272,0.673578342602327,0.5915364678132433
feature_boundary_only,3,K,point100,0.959583115592642,0.714470978372699,0.8190825970305736
feature_boundary_only,3,L,point100,0.5212918918567605,0.4879481780133094,0.5040692228507422
feature_meldiff_only,1,A,iou01,0.5010313800582401,0.7382317216115224,0.596930962897911
feature_meldiff_only,1,B,iou01,0.9489565987247734,0.7861664422171208,0.8599249914091809
feature_meldiff_only,1,C,iou01,0.8743248988998253,0.9069657246845985,0.8903462523647929
feature_meldiff_only,1,D,iou01,0.6773177700336717,0.8218678766211241,0.742624128902839
feature_meldiff_only,1,E,iou01,0.7092596817712097,0.8296804136057104,0.7647586386157095
feature_meldiff_only,1,F,iou01,0.39223894852981056,0.7328530383043753,0.5109866722635358
feature_meldiff_only,1,G,iou01,0.7252677164316459,0.3288482216711047,0.4525175840017735
feature_meldiff_only,1,H,iou01,0.7106141244027089,0.47700812052383856,0.5708359023200918
feature_meldiff_only,1,I,iou01,0.6370484004541233,0.7750587423284115,0.6993094462865934
feature_meldiff_only,1,J,iou01,0.5097498476127043,0.6511471593497026,0.5718374037684202
feature_meldiff_only,1,K,iou01,0.9209820992976656,0.6791784038207257,0.7818105132947029
feature_meldiff_only,1,L,iou01,0.4697092765273928,0.5921561506823642,0.5238728562038701
feature_meldiff_only,1,A,point100,0.500756751660025,0.7378270775048116,0.5966037694311732
feature_meldiff_only,1,B,point100,0.9485955295589482,0.7858673131928087,0.8595977979424431
feature_meldiff_only,1,C,point100,0.874003593122476,0.9066324237256921,0.8900190588980552
feature_meldiff_only,1,D,point100,0.6770193499573031,0.8215057690766935,0.7422969354361014
feature_meldiff_only,1,E,point100,0.7089562329150895,0.8293254440805496,0.7644314451489719
feature_meldiff_only,1,F,point100,0.3845017323155864,0.7183969460884817,0.5009070654812189
feature_meldiff_only,1,G,point100,0.7247433106033604,0.3286104475083251,0.45219039053503574
feature_meldiff_only,1,H,point100,0.7102068124275316,0.47673470755177094,0.570508708853354
feature_meldiff_only,1,I,point100,0.6367503377356356,0.7746961072200566,0.6989822528198559
feature_meldiff_only,1,J,point100,0.50049755696731,0.6393284157062447,0.5614581836737965
feature_meldiff_only,1,K,point100,0.9205966614956045,0.6788941626488553,0.781483319827965
feature_meldiff_only,1,L,point100,0.45233499734090665,0.5702526312117404,0.5044950969882138
feature_meldiff_only,2,A,iou01,0.507142739873107,0.7472363465852959,0.6042120635317277
feature_meldiff_only,2,B,iou01,0.9569915419599001,0.7928230192882584,0.8672060920429977
feature_meldiff_only,2,C,iou01,0.718931203110636,0.8734111202087722,0.7886777839992712
feature_meldiff_only,2,D,iou01,0.6633026516402037,0.8588017108926514,0.7484972332913123
feature_meldiff_only,2,E,iou01,0.7244683648043797,0.6143537457390101,0.6648827354760984
feature_meldiff_only,2,F,iou01,0.39610177226330295,0.7400702769802765,0.5160189401005678
feature_meldiff_only,2,G,iou01,0.7369374225745492,0.3341394569288922,0.45979868463559015
feature_meldiff_only,2,H,iou01,0.7196781179787232,0.4830924332213505,0.5781170029539083
feature_meldiff_only,2,I,iou01,0.650040983328917,0.7966039296477553,0.7158981407350463
feature_meldiff_only,2,J,iou01,0.5141741470041498,0.6567986960678482,0.5768005830402669
feature_meldiff_only,2,K,iou01,0.9332587581627269,0.6948708112768366,0.7966126069916812
feature_meldiff_only,2,L,iou01,0.480263704429139,0.612540095390227,0.5383963258036163
feature_meldiff_only,2,A,point100,0.5069314387077367,0.746925010351083,0.6039603184053222
feature_meldiff_only,2,B,point100,0.9567137326145666,0.7925928671559807,0.8669543469165921
feature_meldiff_only,2,C,point100,0.7187017210201347,0.8731323282897885,0.7884260388728656
feature_meldiff_only,2,D,point100,0.6630795603548184,0.8585128666115373,0.7482454881649068
feature_meldiff_only,2,E,point100,0.7241940587194972,0.6141211324477837,0.6646309903496931
feature_meldiff_only,2,F,point100,0.3901486996261937,0.7289476503627401,0.5082636144553678
feature_meldiff_only,2,G,point100,0.7365339407665356,0.3339565116908293,0.4595469395091845
feature_meldiff_only,2,H,point100,0.7193647290663471,0.482882067214045,0.577865257827503
feature_meldiff_only,2,I,point100,0.6498123968300767,0.796323804381948,0.7156463956086407
feature_meldiff_only,2,J,point100,0.5070553646479815,0.6477052653763896,0.5688147326479455
feature_meldiff_only,2,K,point100,0.9329638301864676,0.6946512185429468,0.7963608618652758
feature_meldiff_only,2,L,point100,0.4671146355951491,0.5957694508389413,0.5236556525387608
feature_meldiff_only,3,A,iou01,0.49746598907179085,0.7329783885252021,0.5926831405870583
feature_meldiff_only,3,B,iou01,0.9442689817205413,0.7822829693716334,0.8556771690983284
feature_meldiff_only,3,C,iou01,0.64522555275191,0.8413745842327579,0.7303596544584318
feature_meldiff_only,3,D,iou01,0.6530859603558172,0.8455737945968298,0.7369683103466429
feature_meldiff_only,3,E,iou01,0.7427648697838994,0.6740648794014373,0.7067492938546637
feature_meldiff_only,3,F,iou01,0.3872034235872164,0.7234447432651662,0.5044266757533454
feature_meldiff_only,3,G,iou01,0.7184595646688906,0.3257612945277537,0.4482697616909209
feature_meldiff_only,3,H,iou01,0.7053261554438955,0.4734585089304128,0.5665880800092391
feature_meldiff_only,3,I,iou01,0.6395726331806942,0.7837753094855349,0.704369217790377
feature_meldiff_only,3,J,iou01,0.5038387843561597,0.6435964517501591,0.5652063727206159
feature_meldiff_only,3,K,iou01,0.9197522328882554,0.6848143397003151,0.7850836840470119
feature_meldiff_only,3,L,iou01,0.46987049939205927,0.5992843470459082,0.5267450947118589
feature_meldiff_only,3,A,point100,0.49725647160316944,0.7326696804328067,0.5924335205647085
feature_meldiff_only,3,B,point100,0.943993517500116,0.7820547600663598,0.8554275490759785
feature_meldiff_only,3,C,point100,0.6450050295947019,0.841087021877364,0.7301100344360819
feature_meldiff_only,3,D,point100,0.6528647522933652,0.8452873885919279,0.7367186903242933
feature_meldiff_only,3,E,point100,0.7425025292552164,0.6738268033372311,0.7064996738323137
feature_meldiff_only,3,F,point100,0.38130060375533664,0.7124160081929081,0.4967368166147541
feature_meldiff_only,3,G,point100,0.7180594888486665,0.3255798936201528,0.44802014166857085
feature_meldiff_only,3,H,point100,0.7050154120009996,0.47324991872572825,0.5663384599868893
feature_meldiff_only,3,I,point100,0.6393459762925784,0.7834975488944561,0.7041195977680271
feature_meldiff_only,3,J,point100,0.49678009513256727,0.6345797831661467,0.5572879348073319
feature_meldiff_only,3,K,point100,0.919459794543662,0.6845966006563697,0.784834064024662
feature_meldiff_only,3,L,point100,0.45683242829576626,0.582655271728795,0.5121288546981473
feature_flux_only,1,A,iou01,0.4904276653701607,0.7226079525997924,0.5842976511514208
feature_flux_only,1,B,iou01,0.9191932486725919,0.7165300384887239,0.8053068376778487
feature_flux_only,1,C,iou01,0.8617081392765897,0.9018001491932728,0.8812984136694249
feature_flux_only,1,D,iou01,0.7668575033811711,0.8395996358061699,0.8015816480230108
feature_flux_only,1,E,iou01,0.6975431764365969,0.8159746366640983,0.7521253268692194
feature_flux_only,1,F,iou01,0.5084493295264172,0.6312902511151011,0.5632499043954745
feature_flux_only,1,G,iou01,0.7050198111893379,0.31966749091383606,0.4398842722552832
feature_flux_only,1,H,iou01,0.6948873459563094,0.46645133482116585,0.5582025905736016
feature_flux_only,1,I,iou01,0.631958544683636,0.7744444934708571,0.6959837283547395
feature_flux_only,1,J,iou01,0.49558054039047955,0.6330474891076925,0.5559422742394944
feature_flux_only,1,K,iou01,0.909928346863098,0.6774998284862644,0.7766981946113745
feature_flux_only,1,L,iou01,0.5317624964125378,0.524846335733867,0.5282817807908359
feature_flux_only,1,A,point100,0.4902421521151919,0.7223346128948392,0.5840766298535014
feature_flux_only,1,B,point100,0.9189409705652234,0.7163333825164964,0.8050858163799294
feature_flux_only,1,C,point100,0.8614920310340051,0.9015739862541965,0.8810773923715053
feature_flux_only,1,D,point100,0.7666460566232087,0.8393681317520336,0.8013606267250912
feature_flux_only,1,E,point100,0.6973381947763561,0.8157348524594956,0.7519043055713
feature_flux_only,1,F,point100,0.4988828002328548,0.6194124565555958,0.5526522963407754
feature_flux_only,1,G,point100,0.704665571668727,0.3195068729326971,0.4396632509573637
feature_flux_only,1,H,point100,0.6946122040889934,0.4662666425944019,0.5579815692756821
feature_flux_only,1,I,point100,0.6317578556558804,0.7741985556419395,0.69576270705682
feature_flux_only,1,J,point100,0.48933055836130873,0.6250638515189015,0.5489310440961246
feature_flux_only,1,K,point100,0.9096694128966838,0.6773070355939014,0.776477173313455
feature_flux_only,1,L,point100,0.5153598332904853,0.508657007426653,0.5119864832805963
feature_flux_only,2,A,iou01,0.5036788492175568,0.740233448085479,0.599463373892844
feature_flux_only,2,B,iou01,0.9561652040384224,0.7879619426570954,0.8639528294742637
feature_flux_only,2,C,iou01,0.8687486959396715,0.8944893519722599,0.8814311362870906
feature_flux_only,2,D,iou01,0.6576865908142412,0.8515303957035935,0.7421598457053679
feature_flux_only,2,E,iou01,0.6892344380386995,0.5477320021680294,0.6103896539780026
feature_flux_only,2,F,iou01,0.41439799338562044,0.7448461654402011,0.5325241520337397
feature_flux_only,2,G,iou01,0.7267802424226676,0.3295340256454302,0.45346129704964555
feature_flux_only,2,H,iou01,0.7117889205542394,0.4777967163102103,0.571779615367964
feature_flux_only,2,I,iou01,0.644286586964828,0.7895521054182904,0.7095607531491017
feature_flux_only,2,J,iou01,0.5082339293445604,0.6492107470511389,0.5701368465817133
feature_flux_only,2,K,iou01,0.9258342931008574,0.6893428223716007,0.7902752194057366
feature_flux_only,2,L,iou01,0.5668793469982957,0.5177290066277155,0.5411905232299091
feature_flux_only,2,A,point100,0.5034762542070814,0.7399357035933248,0.5992222514222418
feature_flux_only,2,B,point100,0.9558983458160333,0.7877420286480521,0.8637117070036614
feature_flux_only,2,C,point100,0.8685110428511049,0.8942446573233014,0.8811900138164885
feature_flux_only,2,D,point100,0.6574729131050836,0.8512537395169336,0.7419187232347656
feature_flux_only,2,E,point100,0.6889621694813266,0.5475156313748322,0.6101485315074006
feature_flux_only,2,F,point100,0.40834673443337544,0.7339695272841106,0.5247479523568214
feature_flux_only,2,G,point100,0.7263937859625949,0.32935879997804013,0.45322017457904346
feature_flux_only,2,H,point100,0.7114887554233772,0.47759522692236606,0.5715384928973618
feature_flux_only,2,I,point100,0.6440676459186452,0.7892838003387286,0.7093196306784997
feature_flux_only,2,J,point100,0.5014155316504064,0.6405010234275663,0.5624879677178044
feature_flux_only,2,K,point100,0.9255518099270987,0.6891324955888034,0.7900340969351347
feature_flux_only,2,L,point100,0.547085743111034,0.4996515745737915,0.5222938904612701
feature_flux_only,3,A,iou01,0.48384033143744026,0.7129020158789887,0.5764494728857564
feature_flux_only,3,B,iou01,0.9263545749518636,0.7674417158804964,0.8394435013970264
feature_flux_only,3,C,iou01,0.8392175752904257,0.889752381929188,0.8637464560370596
feature_flux_only,3,D,iou01,0.6387000223012824,0.8269478051130251,0.7207346426453412
feature_flux_only,3,E,iou01,0.7603748854871508,0.7721640600061028,0.7662241281776528
feature_flux_only,3,F,iou01,0.3747461094292118,0.7001696948182323,0.4881979928782781
feature_flux_only,3,G,iou01,0.6924412274389558,0.31396415571258685,0.4320360939896188
feature_flux_only,3,H,iou01,0.6851174167984825,0.45989315453007856,0.5503544123079371
feature_flux_only,3,I,iou01,0.6248323388355316,0.7657115616593771,0.6881355500890749
feature_flux_only,3,J,iou01,0.48937227603920513,0.6251171410835461,0.5489778429892116
feature_flux_only,3,K,iou01,0.8968546600430494,0.6613856196898199,0.761329023282548
feature_flux_only,3,L,iou01,0.5268870913306962,0.5437650035911377,0.5351930145533916
feature_flux_only,3,A,point100,0.4836306735958875,0.71259310095773,0.5761996856224864
feature_flux_only,3,B,point100,0.9260789261753708,0.7672133536790974,0.8391937141337563
feature_flux_only,3,C,point100,0.8389748815462664,0.8894950739993936,0.8634966687737896
feature_flux_only,3,D,point100,0.6384786660334116,0.826661207221257,0.7204848553820709
feature_flux_only,3,E,point100,0.7601270050632377,0.7719123363390302,0.7659743409143828
feature_flux_only,3,F,point100,0.36883933481433434,0.6891335706920656,0.48050298167253186
feature_flux_only,3,G,point100,0.6920408835751362,0.31378263326964434,0.43178630672634877
feature_flux_only,3,H,point100,0.6848064651630753,0.45968442457371295,0.5501046250446671
feature_flux_only,3,I,point100,0.6246055300913821,0.765433614973704,0.6878857628258049
feature_flux_only,3,J,point100,0.4823088576209357,0.6160944314939417,0.5410540998651097
feature_flux_only,3,K,point100,0.8965604076709051,0.6611686232285577,0.7610792360192781
feature_flux_only,3,L,point100,0.5094145121929264,0.5257327207473876,0.5174449951871389
